"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"36944","Philip Corner","American, born 1933","American","Male","1933","0","Q3378996","500126285.0"
"28663","Christian Holstad","American, born 1972","American","Male","1972","0","",""
"68053","Northwestern University","founded 1851","","","1851","0","",""
"39014","Grant Schreiber","","","","0","0","",""
"45620","Lux Interior (Erick Lee Purkhiser)","American, 1948–2009","American","Male","1948","2009","",""
"69827","Brian O'Doherty","Irish, born 1928","Irish","Male","1928","0","",""
"9800","Carrollton Metal Products Company, Carrollton, OH","","","","0","0","",""
"10540","Tensor Corporation, Brookyln, NY","","","","0","0","",""
"70051","Rania Ghosn","Lebanese, born 1977","Lebanese","Female","1977","0","",""
"28720","Birgit Megerle","German, born 1975","German","Female","1975","0","",""
"74377","Sawyer Manufacturing","","American","","0","0","",""
"40456","Lamm S.p.A., Italy","est. 1959","","","1959","0","",""
"10810","Simon International, San Lazzaro, Italy","","","","0","0","",""
"10198","Vittorio Necchi, Pavia, Italy","","","Male","0","0","",""
"9696","Popeet Container Corp., Verona, NJ","","","","0","0","",""
"28867","Chris Hanson","Canadian, born 1964","Canadian","Male","1964","0","",""
"47513","Laura Graham","","","","0","0","",""
"36949","György Sándor Ligeti","Austrian, born Romania. 1923–2006","Austrian","Male","1923","2006","",""
"38699","UN Studio","established 1998","","","1998","0","",""
"9113","Moss Tent Works, Camden, ME","","","","0","0","",""
"11138","Made in Japan for Fitz & Floyd","","","","0","0","",""
"1145","Francesco Clemente","Italian, born 1952","Italian","Male","1952","0","Q698667","500116236.0"
"10169","Karl Krehan","","","Male","0","0","",""
"5933","Rosemarie Trockel","German, born 1952","German","Female","1952","0","Q65990","500033164.0"
"7808","Imi Knoebel","German, born 1940","German","Male","1940","0","Q241977","500124422.0"
"10267","MSA, Pittsburgh, PA","","","","0","0","",""
"10435","Porcelli Assoc., Inc., USA","","","","0","0","",""
"10671","Kristian Schneider","","","Male","0","0","",""
"10561","Arterior Textile GMBH, Wuppertal, Germany","","","","0","0","",""
"1084","José Chávez Morado","Mexican, 1909–2002","Mexican","Male","1909","2002","Q1709105","500078548.0"
"33246","Hulger","UK, est. 2004","British","","2004","0","",""
"9361","Knoll International, Inc., New York, NY","New York, NY, est. 1938","","","1938","0","",""
"4340","Gastone Novelli","Italian, 1925–1968","Italian","Male","1925","1968","Q834313","500065959.0"
"31051","Bruce Sterling","American, born 1954","American","Male","1954","0","",""
"2901","Werner Jeker","Swiss, born 1944","Swiss","Male","1944","0","",""
"10478","Old Hall Works Tableware, Bloxwich, U.K.","","","","0","0","",""
"9919","The Silex Company Boston, MA (now Silex & Equipment Div., Bloomfield Industries, New York, NY)","","","","0","0","",""
"44733","Jed Curtis","American, born 1942","American","","1942","0","",""
"6539","Wojciech Zamecznik","Polish, 1923–1967","Polish","Male","1923","1967","",""
"3329","Jean-Emile Laboureur","French, 1887–1943","French","Male","1887","1943","",""
"11875","Kirill Zdanevich","Russian, 1892–1969","Russian","Male","1892","1969","",""
"6520","La Monte Young","American, born 1935","American","Male","1935","0","Q432822","500081186.0"
"26820","Piaggio S.p.A., Pontedera, Italy","founded 1884","Italian","","1884","0","",""
"429","Max Beckmann","German, 1884–1950","German","Male","1884","1950","Q164683","500024106.0"
"10038","Mitsuboshi Company, Seki-city, Gifu, Japan","est. 1873","","","1873","0","",""
"6377","Emmett Williams","American, 1925–2007","American","Male","1925","2007","Q719185","500085600.0"
"10909","Kaplan/Aronson, New York, NY","","","","0","0","",""
"10927","Rhythm Tech, Inc., Mamaroneck, NY","","","","0","0","",""
"68086","Fiat S.p.A., Turin, Italy","est. 1899","","","1899","0","",""
"6911","Tullio d'Albisola (Tullio Spartaco Mazzotti)","Italian, 1899–1971","Italian","Male","1899","1971","",""
"10343","Seiko Epson Corporation, Japan","","","","0","0","",""
"48795","Hammer Prints Ltd.","","","","0","0","",""
"10630","S.p.A. Carrozzeria Pininfarina, Torino, Italy","","","","0","0","",""
"4192","Eadweard J. Muybridge","American, born England. 1830–1904","American","Male","1830","1904","Q190568","500115207.0"
"6955","OMA (Office for Metropolitan Architecture)","Dutch, established 1975","Dutch","","1975","0","Q2015762","500116189.0"
"10206","Designs for Vision, Inc., USA","","","","0","0","",""
"70052","El Hadi Jazairy","Algerian, born 1970","Algerian","Male","1970","0","",""
"6533","Ossip Zadkine","French, born Russia. 1890–1967","French","Male","1890","1967","Q160172","500007328.0"
"4707","José-Guadalupe Posada","Mexican, 1852–1913","Mexican","Male","1852","1913","Q732526","500032573.0"
"1039","Patrick Caulfield","British, 1936–2005","British","Male","1936","2005","Q492111","500015976.0"
"39380","Mr. Jones Design Ltd.","UK","","","0","0","",""
"132547","Wendy Red Star","Native American (Apsáalooke), born 1981","Native American","Female","1981","0","",""
"11168","Think Outside, Inc., Carlsbad, CA","","","","0","0","",""
"9442","Agfa-Gevaert AG, Munich","","German","","0","0","",""
"8426","Bruce Ancona","American, born 1956","American","Male","1956","0","",""
"9139","R.E.M. di Rossetti Enrico, Italy","","","","0","0","",""
"33965","Sam Durant","American, born 1961","American","Male","1961","0","Q7407437","500121146.0"
"958","Josef Capek","Czech, 1887–1945","Czech","Male","1887","1945","Q454568","500115342.0"
"1349","Allan D'Arcangelo","American, 1930–1998","American","Male","1930","1998","Q4730556","500013648.0"
"9020","AMAC Plastic Products Corp., Sausalito, California","","","","0","0","",""
"29254","SenTechBioMed Corporation","USA","American","","0","0","",""
"45999","Kodama Studios","est. 2011","","","2011","0","",""
"10249","Karhula-Iittala Glassworks, Iittala, Finland","","","","0","0","",""
"924","Harry Callahan","American, 1912–1999","American","Male","1912","1999","Q1383354","500000873.0"
"11058","J.A. Henckels, USA","","","","0","0","",""
"1790","Öyvind Fahlström","Swedish, born Brazil. 1928–1976","Swedish","Male","1928","1976","Q307693","500022121.0"
"7824","Roman Signer","Swiss, born 1938","Swiss","Male","1938","0","Q463844","500096318.0"
"27768","Schiebel Elektronische Geräte GmbH","Austria, est. 1951","Austrian","","1951","0","",""
"67417","John Driscoll","American, born 1947","American","Male","1947","0","",""
"22567","Baleri Italia S.p.A.","","","","0","0","",""
"1547","Jim Dine","American, born 1935","American","Male","1935","0","Q531234","500028463.0"
"10858","Ehrhard & Söhne, Germany","","","","0","0","",""
"10067","V'Soske Shops, Grand Rapids","","American","","0","0","",""
"6011","Unknown Designer","Nationality unknown","Nationality unknown","","0","0","",""
"1815","Jean Fautrier","French, 1898–1964","French","Male","1898","1964","Q537838","500002013.0"
"5456","Aaron Siskind","American, 1903–1991","American","Male","1903","1991","Q302714","500024299.0"
"9294","Artemide S.p.A., Milan, Italy","","","","0","0","",""
"29775","Sormani Nucleo, Italy","","","","0","0","",""
"3889","Bruce McLean","British, born 1944","British","Male","1944","0","Q4977994","500030759.0"
"38922","Pirwi","est. 2007","","","2007","0","",""
"1433","Walter De Maria","American, 1935–2013","American","Male","1935","2013","Q126506","500041866.0"
"67440","Iskra Grabulovski","Macedonian, 1936–2008","Macedonian","Female","1936","2008","",""
"42739","Anika","","","","0","0","",""
"10462","La Société F.S.D., France","","","","0","0","",""
"10081","Godley-Schwan, PA","","","Male","0","0","",""
"10656","Goods, Amsterdam, The Netherlands","","","","0","0","",""
"11056","Sturm, Vienna","","","","0","0","",""
"75673","Vladimir Vilner","Russian, 1885–1952","Russian","Male","1885","1952","",""
"10143","Artek Oy, Helsinki","","","","0","0","",""
"10645","Snaidero, Italy","founded 1946","Italian","","1946","0","",""
"23029","M & Co Labs","","","","0","0","",""
"9427","FlosUSA, Huntington Station, NY","","","","0","0","",""
"9711","Bell Sports, Inc., California","","","","0","0","",""
"9401","Luceplan, S.p.A., Italy","est. 1978","","","1978","0","",""
"10241","Platinum Pen Company, Ltd., Tokyo","","","","0","0","",""
"28073","Brookdale International Systems, Inc., a DuPont Canada Company","Canada","Canadian","","0","0","",""
"41448","Jesse Goldstein","American","American","Male","0","0","",""
"10702","Theodore Müller, Belgium/Germany","","","","0","0","",""
"22585","Electrotextiles Co. (now ElekSen Ltd.), England","","","","0","0","",""
"10696","Belgian International Carpet, Belgium","","","","0","0","",""
"10766","Enorme, Italy","","","","0","0","",""
"1091","Ivan Chermayeff","American, born England 1932–2017","American","Male","1932","2017","","500093646.0"
"29661","Arnolfo di Cambio, Italy","","","","0","0","",""
"32008","HAY, Denmark","est. 2002","","","2002","0","",""
"8477","Anna Maria Maiolino","Brazilian, born Italy 1942","Brazilian","Female","1942","0","Q593656","500090579.0"
"11119","Columbian Bronze Corp., Freeport, NY","","","","0","0","",""
"366","Georg Baselitz","German, born 1938","German","Male","1938","0","Q164775","500045683.0"
"7929","Joseph Grigely","American, born 1956","American","Male","1956","0","",""
"10923","Gense, Sweden","","","","0","0","",""
"37602","Robert Dawson","","","","0","0","",""
"28874","Wade Guyton","American, born 1972","American","Male","1972","0","Q3564983","500122494.0"
"26508","Philip Johnson / Alan Ritchie Architects","American","American","","0","0","",""
"850","David Budd","American, 1927–1991","American","Male","1927","1991","",""
"1578","César Domela-Nieuwenhuis","Dutch, 1900–1992","Dutch","Male","1900","1992","Q2717011","500007460.0"
"9577","Umentani Craft, Kyoto","","","","0","0","",""
"10032","Olivetti Underwood Corporation, New York, NY","","","","0","0","",""
"4089","Barbara Morgan","American, 1900–1992","American","Female","1900","1992","Q4859173","500023840.0"
"48071","Roland Shakespear","Argentine, born 1941","Argentine","Male","1941","0","",""
"31408","Roberto Rossellini","Italian, 1906–1977","Italian","","1906","1977","Q53003","500261900.0"
"6165","Jacques Villon","French, 1875–1963","French","Male","1875","1963","Q452254","500003616.0"
"24146","David Buryshkin","","","Male","0","0","",""
"9984","The Hartford Products Corp., Chicago, IL","","","","0","0","",""
"41384","Mihoya Glass Co. Ltd, Japan","","","","0","0","",""
"18700","K. H. Hödicke","German, born 1938","German","Male","1938","0","Q126458","500116229.0"
"2274","Francisco de Goya","Spanish, 1746–1828","Spanish","Male","1746","1828","Q5432","500118936.0"
"6770","Walter Zimbrich","German","German","Male","0","0","",""
"47579","Alex Bag","American, born 1969","American","Female","1969","0","",""
"11183","Cadoro Jewels, New York, NY","","","","0","0","",""
"36471","Alison Knowles","American, born 1933","American","Female","1933","0","Q243078","500069909.0"
"8223","Adolfo Natalini","Italian, born 1941","Italian","Male","1941","0","",""
"22589","Torchco Ltd.","UK","British","","0","0","",""
"10270","Innovations in Composites, Inc., CA","","","","0","0","",""
"10152","Western Electric, New York, NY","","","","0","0","",""
"10591","Sointu Incorporated, New York, NY","","","","0","0","",""
"5039","Theodore Roszak","American, born Poland. 1907–1981","American","Male","1907","1981","Q258726","500017526.0"
"10363","Design Frame Inc., New York, NY","","","","0","0","",""
"36955","Tomas Schmit","German, 1943–2006","German","Male","1943","2006","Q830724","500072378.0"
"9397","Design House Stockholm AB, Stockholm","","","","0","0","",""
"22599","Mahakit Rubber Co. Ltd., Thailand","","","","0","0","",""
"28586","Robert Chambers","American, born 1958","American","Male","1958","0","",""
"9702","Heuer-Leonidas S.A., Bienne, Switzerland","","","","0","0","",""
"5972","Giulio Turcato","Italian, 1912–1995","Italian","Male","1912","1995","",""
"67262","Parallel Design Partnership","est. 1993","","","1993","0","",""
"9083","Brionvega S.p.A., Italy","Italian, est. 1945","Italian","","1945","0","",""
"38227","Judy Seidman","American","American","Female","0","0","",""
"7500","Raymond Pettibon","American, born 1957","American","Male","1957","0","Q564945","500115615.0"
"50069","Linens by Dewan","","","","0","0","",""
"37144","Kuniharu Akiyama","Japanese, 1929–1996","Japanese","Male","1929","1996","Q11595061",""
"9618","Unknown Russian manufacturer","","Russian","","0","0","",""
"28788","Wilhelm Sasnal","Polish, born 1972","Polish","Male","1972","0","Q1377079","500353439.0"
"29732","Álvaro Siza","Portuguese, born 1933","Portuguese","Male","1933","0","Q251365","500018255.0"
"36940","Eric Andersen","Danish, born 1940","Danish","Male","1940","0","",""
"9399","Zenith Radio Corporation, Chicago, IL","est. 1923","","","1923","0","",""
"9228","Elberel Italiana, Italy","","","","0","0","",""
"7044","Junichi Arai","Japanese, 1932–2017","Japanese","Male","1932","2017","",""
"42882","Jim Downie","","","","0","0","",""
"66863","Elenhank Designers Inc.","","","","0","0","",""
"9088","Folmer Christensen, Vanlose, Denmark","","","","0","0","",""
"5366","Ben Shahn","American, born Lithuania. 1898–1969","American","Male","1898","1969","Q695239","500005524.0"
"10202","Riihimäen Lasi Oy, Riihimäki, Finland","est. 1910","","","1910","0","",""
"3559","Richard Lindner","American, born Germany. 1901–1978","American","Male","1901","1978","Q126074","500024690.0"
"47288","András Wahorn","Hungarian, born 1953","Hungarian","Male","1953","0","",""
"29415","Howard Leight Industries, LLC, a division of Bacou-Dalloz Hearing Safety Group","USA, est. 1971","American","","1971","0","",""
"70040","Johan Hjerpe","","","Male","0","0","",""
"25966","John F. Simon, Jr.","American, born 1963","American","Male","1963","0","",""
"10242","IBM Corporation, New York, NY","","","","0","0","",""
"9604","The Gorham Co., Providence, RI","","","","0","0","",""
"6686","E. Dinet","French, 1861–1929","French","Male","1861","1929","",""
"28776","Kirstine Roepstorff","Danish, born 1972","Danish","Female","1972","0","",""
"4840","Odilon Redon","French, 1840–1916","French","Male","1840","1916","Q154349","500007292.0"
"11033","Rudolph de Harak Industrial Design, Inc., New York, NY","","","","0","0","",""
"26492","Edra S.p.A., Italy","founded 1987","Italian","","1987","0","",""
"4302","Rodolfo Nieto","Mexican, 1936–1985","Mexican","Male","1936","1985","",""
"12124","Pavel Filonov","Russian, 1883–1941","","Male","1883","1941","Q466187","500016882.0"
"10390","Huonekalutehdas Korhonen Oy, Littoinen, Finland","","","","0","0","",""
"11093","J.H. Thorp & Co., Inc., New York, NY","","","","0","0","",""
"9184","Cleto Munari, Venice","","","Male","0","0","",""
"10459","Atelier Vitreon, North Haven, CT","","","","0","0","",""
"10831","Unknown Swiss Manufacturer","","","","0","0","",""
"10543","Randall Made Knives, Orlando, FL","","","","0","0","",""
"10834","Plastic Dispensers Inc., Newark, NJ","","","","0","0","",""
"131908","Haël Workshops for Art Pottery","Marwitz, Germany, founded 1923","German","","1923","0","",""
"9221","Flos S.p.A.","Italy, est. 1962","Italian","","1962","0","",""
"4973","Rockwood and Company","American, 1832–1911","American","","1832","1911","",""
"18539","Hannah Wilke","American, 1940–1993","American","Female","1940","1993","Q254663","500021825.0"
"24414","Théo Blanc","French, 1891–1985","French","Male","1891","1985","",""
"31612","RIMA, Padua, Italy","est. 1916","Italian","","1916","0","",""
"712","Margaret Bourke-White","American, 1904–1971","American","Female","1904","1971","Q238364","500023145.0"
"30071","Petra Mrzyk","German, born 1973","German","","1973","0","",""
"48051","Memphis, Milan","1981–1985","","","1981","1985","",""
"10257","Kodak A/G, Stuttgart","","","","0","0","",""
"7573","Helmut Swiczinsky","Polish, born 1944","Polish","Male","1944","0","",""
"5316","George Segal","American, 1924–2000","American","Male","1924","2000","Q703624","500032575.0"
"30980","Marko Lulic","Austrian, born 1972","Austrian","Male","1972","0","",""
"29623","Leonor Caraballo","Argentine, born Buenos Aires 1971","Argentine","Female","1971","0","",""
"255","Ay-O","Japanese, born 1931","Japanese","Male","1931","0","Q2874830","500125452.0"
"1975","Antonio Frasconi","American, born Uruguay. 1919–2013","American","Male","1919","2013","Q3610506","500030189.0"
"28066","Blizzard Protection Systems, Ltd.","UK","","","0","0","",""
"9608","General Lighting Co., Brooklyn, NY","","","","0","0","",""
"9478","Ficks Reed Co., Cincinnati, OH","","","","0","0","",""
"24609","Antoine Demilly","French, 1892–1964","French","Male","1892","1964","",""
"39233","Max Weisel","American, born 1991","American","Male","1991","0","",""
"5817","Prentiss Taylor","American, 1907–1991","American","Male","1907","1991","Q7240574","500041102.0"
"10162","Middletown Mfg. Co., Middletown, NY","","","","0","0","",""
"4734","Ken Price","American, 1935–2012","American","Male","1935","2012","Q6390606","500026883.0"
"9529","Chas. D. Briddell, Inc., Crisfield, MD","","","","0","0","",""
"48767","Thomas Cristoffersen","","","Male","0","0","",""
"39037","E. Steiger and Co.","","","","0","0","",""
"10415","Morris & Co., London","1862–1940","","","1862","1940","",""
"28847","Kelley Walker","American, born 1969","American","Male","1969","0","Q4476103","500294190.0"
"26978","Chupa Chups S.A., Spain","","","","0","0","",""
"45518","SO – IL (Florian Idenburg + Jing Liu)","American, est. 2008","American","","2008","0","",""
"34431","Eurocarbon BV","","","","0","0","",""
"10605","Grid Systems Corp., Mountain View, CA","","","","0","0","",""
"27038","A. Meyers & Sons Corp., USA","","American","","0","0","",""
"877","David Burliuk","Ukrainian, 1882–1967","Ukrainian","Male","1882","1967","Q610532","500026962.0"
"23039","Senken Co. Ltd., Fukui, Japan","","","","0","0","",""
"7490","Kcho (Alexis Leyva Machado)","Cuban, born 1970","Cuban","Male","1970","0","Q1737637","500124632.0"
"25104","Wiener Porzellanmanufaktur Josef Böck (Josef Böck Porcelain Factory, Vienna)","","","","0","0","",""
"1634","Marcel Duchamp","American, born France. 1887–1968","American","Male","1887","1968","Q5912","500115393.0"
"8595","Unknown photographer","","","","0","0","",""
"7806","Andreas Gursky","German, born 1955","German","Male","1955","0","Q497712","500115262.0"
"10523","Gebrüder Junghans AG, Schramberg, Germany, est. 1861","","","","1861","0","",""
"4742","Antoine Prinner","French, born Hungary. 1902–1983","French","Male","1902","1983","",""
"11191","The Afternoon Company, Omaha, Nebraska","","American","","0","0","",""
"74387","Ulrik Heltoft","Danish, born 1973","Danish","Male","1973","0","",""
"5947","Georg Trump","German, 1896–1985","German","Male","1896","1985","Q99239",""
"38019","Teraoka Seiko Co., Ltd., Japan","","","","0","0","",""
"45781","Derek Barnett","","","","0","0","",""
"10636","Boffi S.p.A., Cesano Maderno, Italy","","","","0","0","",""
"9780","Porzellanfabrik, Arzberg, Germany","","","","0","0","",""
"9220","Beylerian Ltd., New York, NY","","","","0","0","",""
"9484","Vitra AG, Switzerland","","","","0","0","",""
"5685","Paul Strand","American, 1890–1976","American","Male","1890","1976","Q453839","500003133.0"
"39360","Marimekko","Finnish, founded 1951","Finnish","","1951","0","",""
"7855","Rachel Harrison","American, born 1966","American","Female","1966","0","Q7279265","500129198.0"
"9931","The Van Dorn Iron Works Co., Cleveland, OH","","","","0","0","",""
"42004","ADO (Arbeid door onvolwaardigen)","Dutch, founded 1925","Dutch","","1925","0","",""
"11072","KBL Corporation, Boston, MA","","","","0","0","",""
"9948","Iroquois China Co., Syracuse, NY","","","","0","0","",""
"11047","Korhonen OY, Finland","","","","0","0","",""
"11176","Richard Schultz Design, Palm, PA","","","","0","0","",""
"46538","MIT Materials Science and Engineering","est. 1974","","","1974","0","",""
"9444","B & B Italia, S.p.A., Como, Italy","","","","0","0","",""
"26163","Dremefa b.v.","Dutch","Dutch","","0","0","",""
"34168","Kengo Kuma & Associates","Japan, est. 1990","","","1990","0","",""
"26982","Solo Cup Company, USA","","","","0","0","",""
"2224","Mirta Gómez","American, born Cuba 1953","American","Female","1953","0","",""
"27951","McLaren Performance Technologies, Inc.","USA","American","","0","0","",""
"9021","Thomas Der Rosenthal A.G., Selb, West Germany (now Germany)","","","","0","0","",""
"9280","Gebrüder Thonet A.G., Germany","","","","0","0","",""
"2177","Alberto Gironella","Mexican, 1929–1999","Mexican","Male","1929","1999","",""
"26378","Vincent-HRD Company Ltd., Stevenage, Herts, England","British, 1928–1955","British","","1928","1955","",""
"49682","Fazal Sheikh","American, born 1965","American","Male","1965","0","",""
"10949","Roll Dippers Inc., (formerly the Zeroll Co.) Maumee, OH","","","","0","0","",""
"9522","Alessi, Crusinallo, Italy","Italian, est. 1921","Italian","","1921","0","",""
"32690","Seth Price","American, born 1973","American","Male","1973","0","",""
"9188","Wiener Werkstätte, Vienna","","","","0","0","",""
"44517","ARO (Architecture Research Office)","est. 1993","","","1993","0","",""
"30695","Materialise NV","Belgium, est. 1995","Belgian","","1995","0","",""
"9396","Mobles 114","","","","0","0","",""
"9100","Gavina, Italy","","","","0","0","",""
"60","Ansel Adams","American, 1902–1984","American","Male","1902","1984","Q60809","500026108.0"
"9154","George Kovacs, Lighting Inc., New York, NY","","","","0","0","",""
"132734","Hans Behrendt","German, 1889–1942","German","Male","1889","1942","",""
"9015","Poltronova, Italy","","","","0","0","",""
"35207","FXFOWLE","American, founded 1978","American","","1978","0","",""
"1060","John Chamberlain","American, 1927–2011","American","Male","1927","2011","Q468760","500118724.0"
"21759","Atelier d'Arts Appliqués, Cannes, France","","","","0","0","",""
"38466","Iskra Department of Design","","","","0","0","",""
"9019","Robinson, Lewis and Rubin, Inc., Brooklyn, NY","","","","0","0","",""
"3923","Leopoldo Méndez","Mexican, 1902–1969","Mexican","Male","1902","1969","Q711906","500111715.0"
"756","George Brecht","American, 1926–2008","American","Male","1926","2008","Q686321","500045721.0"
"32097","Craig Hodgetts","American, born 1937","American","Male","1937","0","",""
"9632","Neuzeughammer Ambosswerk, Austria","","","","0","0","",""
"1069","André Chapon","French","French","Male","0","0","",""
"44921","George Trakas","Canadian, born 1944","Canadian","Male","1944","0","",""
"10688","Fasttrack Enterprises, Ltd., Calgary","","","","0","0","",""
"22533","International Resistance Co., Philadelphia, PA","","","","0","0","",""
"68270","Eugenio Espinoza","Venezuelan, born 1950","Venezuelan","Male","1950","0","",""
"8649","Radio Corporation of America","American","American","","0","0","",""
"24148","Duplitskii","","","","0","0","",""
"11131","Raumtechnik Staeger & Co. KG, Stuttgart","","","","0","0","",""
"5086","Edward Ruscha","American, born 1937","American","Male","1937","0","Q430967","500024159.0"
"30583","The Vanity Press, London","","","","0","0","",""
"42737","Ruapati","","","","0","0","",""
"10013","Hall China Co., East Liverpool, OH","","","","0","0","",""
"10122","Niels Vodder, Allerod, Denmark","","","Male","0","0","",""
"9633","Yamaha Corporation, Hamamatsu, Japan","est. 1887","","","1887","0","",""
"6687","Roedel","Nationality unknown","Nationality unknown","","0","0","",""
"70026","ZAO/standardarchitecture: Zhang Ke","Chinese","Chinese","","0","0","",""
"7567","Herzog & de Meuron, Basel","est. 1978","Swiss","","1978","0","Q308776","500125483.0"
"2133","Gershen-Newark","American","American","","0","0","",""
"1444","Niki de Saint Phalle","French and American, 1930–2002","French","Female","1930","2002","Q168704","500024269.0"
"9433","Aram Designs Ltd., London","","","","0","0","",""
"9391","Svenskt Tenn, Stockholm","","","","0","0","",""
"9114","Kimura Glass Co. Ltd., Tokyo","","","","0","0","",""
"48660","Shio Kusaka","Japanese, born 1972","Japanese","Female","1972","0","",""
"32795","Yutaka Matsuzawa","Japanese, 1922–2006","Japanese","Male","1922","2006","",""
"29744","Ulji, Inc., Korea","founded 1994","","","1994","0","",""
"26098","GrandTec USA","","","","0","0","",""
"10358","Azucena S.r.L., Milan","","","","0","0","",""
"11050","Southern Highlanders, Inc., North Carolina","","","","0","0","",""
"9646","Embru-Werke Mantel & Cie., Rüti, Switzerland","","","","0","0","",""
"24145","Leonid Akishin","","","Male","0","0","",""
"27993","Sam Medical Products, a division of The Seaberg Company, Inc.","USA, est. 1985","American","","1985","0","",""
"11156","Schott & Gen. Jenaer Glaswerke, Mainz, Germany","","","","0","0","",""
"9337","Torben Örskov & Co. A/S, Copenhagen","","","","0","0","",""
"10266","Ideal Toy Corporation, New York","","","","0","0","",""
"26655","F.W. Murnau","German, 1888–1931","German","Male","1888","1931","Q55412","500283702.0"
"768","André Breton","French, 1896–1966","French","Male","1896","1966","Q161955","500125870.0"
"4410","Yoko Ono","Born Japan, 1933","American","Female","1933","0","Q117012","500115959.0"
"9527","Klise Manufacturing Co., Grand Rapids, MI","","","","0","0","",""
"18701","Arthur Köpcke","Danish, born Germany, 1928–1977","German","Male","1928","1977","Q123560","500047399.0"
"10953","Foley Mfg. Co., Minneapolis, MN","","","","0","0","",""
"37850","LTL Architects, PLLC","American, established 1997","","","0","0","",""
"68030","Hille","British, est. 1906","British","","1906","0","",""
"9072","Alias SpA, Bergamo, Italy","est. 1979","Italian","","1979","0","",""
"49275","Cecily Hoyt","American, born 1946","American","Female","1946","0","",""
"27427","Mark Dion","American, born 1961","American","Male","1961","0","Q1900022","500116128.0"
"46060","Paul Thomas Anderson","American, born 1970","American","Male","1970","0","",""
"10371","Bell-Toptex, Inc., Bell, CA","","","","0","0","",""
"74235","John Jensen","American, 1924–2003","American","","1924","2003","",""
"11085","Heywood-Wakefield Co., Gardner, MA","","","","0","0","",""
"10274","Sasaki, Japan","","","","0","0","",""
"27754","PUMA","Germany","German","","0","0","",""
"4929","Bridget Riley","British, born 1931","British","Female","1931","0","Q234449","500013384.0"
"27019","Mars, Inc., USA","","","","0","0","",""
"10130","Manhattan Wire Goods Co., Inc., USA","","","","0","0","",""
"12673","David Eisen","","","Male","0","0","",""
"39855","Ceramica Franco Pozzi, Gallarte, Italy","","","","0","0","",""
"2519","George Overbury (""Pop"") Hart","American, 1868–1933","American","Male","1868","1933","Q19795994","500027420.0"
"47514","Maija Beeton","","","","0","0","",""
"7229","Rafael Viñoly","American, born Uruguay 1944","American","Male","1944","0","Q952826","500059046.0"
"3515","Sherrie Levine","American, born 1947","American","Female","1947","0","Q319569","500118782.0"
"9010","Necchi, S.p.A., Pavia, Italy","","","","0","0","",""
"29209","Trapinex Sérigraphie-Offset","France","French","","0","0","",""
"11052","International Mobile Machines, USA","","","","0","0","",""
"11197","Figli di Amedeo Cassina, Meda, Italy","","","","0","0","",""
"10026","Rudolf Held, Schelklingen, Germany","","","Male","0","0","",""
"42755","Anabel Alfonso Suárez","","","","0","0","",""
"10098","Castleton China Co., New Castle, PA","","","","0","0","",""
"23279","Lindner GmbH, Bamberg, Germany","","","","0","0","",""
"10129","Neils Vodder, Cabinetmaker, Copenhagen","","","","0","0","",""
"28099","Dave Muller","American, born 1964","American","Male","1964","0","",""
"8220","Alessandro Magris","Italian, born 1941","Italian","Male","1941","0","",""
"10165","Bell Laboratories","","","","0","0","",""
"9219","Kartell S.p.A., Milan, Italy","est. 1949","Italian","","1949","0","",""
"732","William Bradley","American, 1868–1962","American","Male","1868","1962","Q1357158","500010977.0"
"10880","Supreme Cutlery, Japan","","","","0","0","",""
"33915","Huma Bhabha","American, born Pakistan 1962","American","Female","1962","0","Q5936654","500294125.0"
"10453","Kebe Møbler ApS, Copenhagen","","","","0","0","",""
"26482","Alex Moulton Bicycles, England","established 1958","British","","1958","0","",""
"2997","Allan Kaprow","American, 1927–2006","American","Male","1927","2006","Q366380","500031037.0"
"4758","Martin Puryear","American, born 1941","American","Male","1941","0","Q6776418","500009936.0"
"22565","Snowcrash AB, Sweden","","","","0","0","",""
"26678","Grace Note Windchimes","","","","0","0","",""
"9244","L. Anton Maix Fabrics, New York, NY","est. 1948","American","","1948","0","",""
"10438","Ingo Maurer GmbH, Germany","","","","0","0","",""
"9210","Ceramic Japan Co. Ltd., Aichi-ken, Japan","","","","0","0","",""
"10080","Fopais Franchini, Milan","","","","0","0","",""
"35509","Hakudo Kobayashi","Japanese, born 1944","Japanese","Male","1944","0","",""
"10972","P. & W. Blattmann Metallwaren-Fabrik, Switzerland","","","","0","0","",""
"25967","Ruth Root","American, born 1967","American","Female","1967","0","",""
"9419","Alberto Bazzini, Milan, Italy","","","Male","0","0","",""
"6768","Wolfgang Schlick","German","German","Male","0","0","",""
"9753","Widdicomb Furniture Co., New York, NY","","","","0","0","",""
"5349","Richard Serra","American, born 1938","American","Male","1938","0","Q321245","500029327.0"
"12945","Vladimir Lebedev","Russian, 1891–1967","Russian","Male","1891","1967","Q4255719","500004046.0"
"47183","David Hartt","Canadian, born 1967","Canadian","Male","1967","0","",""
"4553","Irene Rice Pereira","American, 1907–1971","American","Female","1907","1971","Q5968073","500022448.0"
"9016","Focus Belysning, Denmark","established 1975","","","1975","0","",""
"32719","Kidrobot, New York","est. 2002","","","2002","0","",""
"10050","G. B. Plast, Bologna, Italy","","","","0","0","",""
